Código Identificação;UF;Município;Faixas;Tipo;Marca/Modelo;Edital/Lote (Operadora);Inicio Operação;Cód. ET;Cód. EV;latitude;longitude;km;br
GOR20030029;GO;JATAI;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-01-21;ET.1911.GO0192;EV.1803.GO0011;-17.874444;-51.633056;461.9;060
GOR20030030;GO;RIO VERDE;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-05-06;ET.1911.GO0233;EV.1803.GO0012;-17.735278;-50.871667;377.5;060
GOR20030031;GO;RIO VERDE;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-05-06;ET.1911.GO0234;EV.1803.GO0014;-17.612136;-50.752108;359.0;060
GOR20030032;GO;RIO VERDE;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-05-06;ET.1911.GO0232;EV.1803.GO0013;-17.718122;-50.856216;375.3;060
GOR20030033;GO;GOIANIA;P-C-1, P-C-2, P-C-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-03-06;ET.2001.GO0246;EV.1912.GO0204;-16.70579;-49.345927;164.35;060
GOR20030034;GO;GOIANIA;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-03-06;ET.1911.GO0190;EV.1803.GO0009;-16.710017;-49.352929;165.2;060
GOR20030035;GO;GOIANIA;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-07-30;ET.1911.GO0191;EV.1803.GO0008;-16.7131189999999;-49.3583119999999;165.9;060
GOR20060036;GO;POSSE;P-D-1;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-11-21;ET.2004.GO0247;EV.1805.GO0106;-14.347833;-46.439894;196.0;020
GOR20060037;GO;POSSE;P-D-1;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-11-21;ET.2004.GO0248;EV.1805.GO0108;-14.328011;-46.441878;198.0;020
GOR22060038;GO;MINEIROS;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-10-07;ET.2205.GO0254;EV.2202.GO0218;-17.531144;-52.5333249999999;302.17;364
GOR22080039;GO;MINEIROS;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-10-07;ET.2205.GO0253;EV.2202.GO0217;-17.531144;-52.5333249999999;302.2;364
GOR23020040;GO;APARECIDA DE GOIANIA;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-03-14;ET.2301.GO0255;EV.2212.GO0219;-16.7812449999999;-49.282825;45.94;060
GOR23020041;GO;APARECIDA DE GOIANIA;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-03-14;ET.2301.GO0256;EV.2212.GO0220;-16.780857;-49.2825199999999;45.95;060
GOR24010042;GO;JATAI;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2024-03-08;ET.2312.GO0266;EV.2311.GO0230;-17.8931709999999;-51.7634499999999;21.1;060
GOR24010043;GO;JATAI;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2024-03-08;ET.2312.GO0267;EV.2311.GO0231;-17.9011859999999;-51.7619779999999;21.9;060
GOR24010044;GO;JATAI;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2024-03-08;ET.2312.GO0265;EV.2311.GO0229;-17.8841949999999;-51.762543;20.0;060
GOR24040045;GO;SANTO ANTONIO DA BARRA;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2024-05-03;ET.2403.GO0268;EV.2402.GO0232;-17.5617829999999;-50.635769;342.8;060
MAB19090001;MA;SAO LUIS;P-D-1, P-D-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-25;ET.1810.MA0064;EV.1805.MA0076;-2.613845;-44.252018;3.88;135
MAB19090002;MA;SAO LUIS;P-C-1, P-C-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-03-10;ET.1810.MA0067;EV.1805.MA0079;-2.620807;-44.3181629999999;6.74;135
MAB19090003;MA;SAO LUIS;P-D-1, P-D-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-03-05;ET.1810.MA0066;EV.1805.MA0078;-2.62080899999999;-44.318226;6.76;135
MAB19090004;MA;SAO LUIS;P-D-1, P-D-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2019-12-04;ET.1810.MA0072;EV.1805.MA0083;-2.68148499999999;-44.295271;13.1;135
MAB19120005;MA;SAO LUIS;P-C-1, P-C-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-25;ET.1810.MA0063;EV.1805.MA0075;-2.613585;-44.2519259999999;3.86;135
MAB19120006;MA;SAO LUIS;P-C-1, P-C-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-25;ET.1810.MA0076;EV.1805.MA0087;-2.738458;-44.336759;21.01;135
MAB19120007;MA;BARAO DE GRAJAU;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-03;ET.1810.MA0001;EV.1805.MA0071;-6.75503599999999;-43.018033;1.2;230
MAB20010011;MA;SAO LUIS;P-D-1, P-D-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-25;ET.1810.MA0074;EV.1805.MA0085;-2.56614299999999;-44.3251509999999;20.56;135
MAB20010012;MA;SAO LUIS;P-D-1, P-D-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-25;ET.1810.MA0077;EV.1805.MA0088;-2.740129;-44.337845;21.15;135
MAB20010014;MA;BALSAS;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-03;ET.1810.MA0022;EV.1805.MA0152;-7.519802;-46.0586109999999;406.0;230
MAB20010015;MA;BALSAS;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-05;ET.1810.MA0020;EV.1805.MA0150;-7.51812699999999;-46.035836;403.2;230
MAB20010016;MA;IMPERATRIZ;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-25;ET.1910.MA0139;EV.1805.MA0135;-5.472474;-47.4723219999999;259.0;010
MAB20010017;MA;SAO LUIS;P-C-1, P-C-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-25;ET.1810.MA0075;EV.1805.MA0086;-2.566157;-44.3257079999999;21.2;135
MAB20020018;MA;SAO LUIS;P-C-1, P-C-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-05-05;ET.1810.MA0081;EV.1805.MA0092;-2.560473;-44.314886;22.7;135
MAB20020020;MA;BACABAL;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-05;ET.1810.MA0034;EV.1805.MA0147;-4.22221799999999;-44.7855849999999;361.08;316
MAB20020021;MA;IMPERATRIZ;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2021-11-20;ET.1910.MA0137;EV.1805.MA0133;-5.555024;-47.456664;249.1;010
MAB20030024;MA;SAO DOMINGOS DO AZEITAO;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-11;ET.1810.MA0013;EV.1805.MA0127;-6.812355;-44.6437129999999;212.6;230
MAB22030027;MA;SAO LUIS;P-C-1, P-C-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-07-05;ET.2202.MA0143;EV.2108.MA0175;-2.625519;-44.260896;5.6;135
MAB22040028;MA;ACAILANDIA;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-11-19;ET.2202.MA0148;EV.2108.MA0179;-4.94023599999999;-47.4642079999999;671.0;222
MAB22040029;MA;SANTA INES;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-11-19;ET.2202.MA0147;EV.2108.MA0178;-3.679673;-45.350839;358.22;222
MAB22040030;MA;SAO LUIS;P-C-1, P-C-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-07-05;ET.2202.MA0145;EV.2108.MA0177;-2.639065;-44.2705649999999;7.42;135
MAB22050031;MA;TIMON;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-11-10;ET.2203.MA0156;EV.2203.MA0201;-5.12946599999999;-42.8213099999999;620.3;316
MAB22060032;MA;TIMON;P-C-1, P-C-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-11-10;ET.2203.MA0155;EV.2203.MA0203;-5.08694899999999;-42.8369959999999;615.26;316
MAB22060033;MA;TIMON;P-D-1, P-D-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-11-10;ET.2203.MA0150;EV.2203.MA0202;-5.088364;-42.8358729999999;615.34;316
MAB22060034;MA;SAO MATEUS DO MARANHAO;P-C-1, P-D-1;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-11-10;ET.2203.MA0153;EV.2203.MA0200;-4.04665099999999;-44.470457;183.0;135
MAB22060035;MA;SAO LUIS;P-D-1, P-D-2;REV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-09-07;ET.2203.MA0151;EV.2203.MA0197;-2.628158;-44.2626259999999;5.8;135
MAR19090001;MA;SAO LUIS;P-C-1, P-C-2;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2019-12-04;ET.1810.MA0061;EV.1805.MA0165;-2.58906299999999;-44.2442149999999;0.94;135
MAR19090002;MA;SAO LUIS;P-D-1, P-D-2;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2019-12-04;ET.1810.MA0070;EV.1805.MA0081;-2.59778399999999;-44.3279599999999;9.41;135
MAR19090003;MA;SAO LUIS;P-C-1, P-C-2;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2019-12-04;ET.1810.MA0071;EV.1805.MA0082;-2.65750999999999;-44.286154;10.1;135
MAR19090004;MA;SAO LUIS;P-C-1, P-C-2;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2019-12-04;ET.1810.MA0073;EV.1805.MA0084;-2.694477;-44.304386;14.8;135
MAR19120005;MA;SAO LUIS;P-D-1, P-D-2;CEV;EIT-RS CONTROL/RS CONTROL;168.16 / 17 (Mobit);2020-04-18;ET.1810.MA0082;EV.1805.MA0093;-2.75777599999999;-44.3525849999999;23.78;135
MAR19120006;MA;BALSAS;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-03;ET.1810.MA0021;EV.1805.MA0151;-7.522443;-46.046784;404.7;230
MAR19120007;MA;SAO LUIS;P-C-1, P-C-2;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-15;ET.1810.MA0068;EV.1805.MA0080;-2.59796499999999;-44.327776;9.4;135
MAR20010008;MA;SAO LUIS;P-D-1, P-D-2;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-04-15;ET.1810.MA0062;EV.1805.MA0070;-2.589687;-44.2443019999999;1.01;135
MAR20010011;MA;ITAPECURU MIRIM;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-03;ET.1810.MA0093;EV.1805.MA0106;-3.31459299999999;-44.430804;93.0;135
MAR20040013;MA;ESTREITO;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-11;ET.1912.MA0142;EV.1805.MA0113;-6.557299;-47.4472949999999;129.3;010
MAR20040014;MA;CAXIAS;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-18;ET.1903.MA0122;EV.1810.MA0171;-4.88614;-43.37707;548.5;316
MAR20070015;MA;BARAO DE GRAJAU;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-09-03;ET.1810.MA0002;EV.1805.MA0074;-6.754685;-43.024552;1.9;230
MAR22050016;MA;SAO LUIS;P-C-1, P-C-2;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-08-20;ET.2202.MA0144;EV.2108.MA0176;-2.60390999999999;-44.2464069999999;2.7;135
MAR22060017;MA;CAXIAS;P-C-1, P-D-1, P-D-2;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-11-10;ET.2203.MA0154;EV.2203.MA0198;-4.8749;-43.3961279999999;547.0;316
MAR22060018;MA;MATOES DO NORTE;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 17 (Mobit);2022-11-10;ET.2203.MA0152;EV.2203.MA0199;-3.819611;-44.517173;157.0;135
MAS19120001;MA;SAO LUIS;P-D-1, P-D-2;CEM;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-05-05;ET.1810.MA0078;EV.1805.MA0089;-2.565366;-44.319352;21.9;135
MAS20010002;MA;SAO LUIS;P-C-1, P-C-2;CEM;Mobit/mITS Loop;168.16 / 17 (Mobit);2020-05-05;ET.1810.MA0079;EV.1805.MA0090;-2.565551;-44.319535;21.86;135
MGB18090004;MG;ITUETA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2019-11-15;ET.1806.MG0032;EV.1805.MG0108;-19.3902569999999;-41.223308;27.6;259
MGB18090006;MG;GRAO MOGOL;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2018-11-09;ET.1806.MG0041;EV.1805.MG0332;-16.3001019999999;-42.712048;376.074;251
MGB18120013;MG;FRUTA DE LEITE;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2019-03-12;ET.1806.MG0007;EV.1805.MG0311;-16.2567659999999;-42.5195409999999;349.6;251
MGB18120014;MG;GRAO MOGOL;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2019-01-17;ET.1806.MG0042;EV.1805.MG0345;-16.220223;-42.863756;396.3;251
MGB18120015;MG;GRAO MOGOL;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2019-05-10;ET.1806.MG0044;EV.1805.MG0393;-16.4057439999999;-43.231251;443.05;251
MGB19110039;MG;MEDINA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0068;EV.1805.MG0153;-16.2252839999999;-41.471369;72.7;116
MGB19110040;MG;MEDINA;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0067;EV.1805.MG0151;-16.2208499999999;-41.4712669999999;72.2;116
MGB19120041;MG;ITAOBIM;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0070;EV.1805.MG0190;-16.5554209999999;-41.501621;114.6;116
MGB19120042;MG;ITAOBIM;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0071;EV.1805.MG0192;-16.572184;-41.5055369999999;116.6;116
MGB19120043;MG;PONTO DOS VOLANTES;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0072;EV.1805.MG0204;-16.7503789999999;-41.5039859999999;136.93;116
MGB19120044;MG;PONTO DOS VOLANTES;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0073;EV.1805.MG0207;-16.7551519999999;-41.5021729999999;137.53;116
MGB19120045;MG;PADRE PARAISO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0074;EV.1805.MG0219;-17.06744;-41.480786;178.0;116
MGB19120046;MG;PADRE PARAISO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0075;EV.1805.MG0220;-17.079661;-41.4852199999999;179.5;116
MGB19120047;MG;CATUJI;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0078;EV.1805.MG0228;-17.29905;-41.517541;206.93;116
MGB19120048;MG;TEOFILO OTONI;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1808.MG0134;EV.1805.MG0249;-17.594474;-41.491325;244.207;116
MGB19120049;MG;TEOFILO OTONI;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1808.MG0135;EV.1805.MG0252;-17.60117;-41.4924809999999;245.124;116
MGB19120050;MG;TEOFILO OTONI;P-C-1, P-C-2, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1808.MG0139;EV.1805.MG0271;-17.861912;-41.5149159999999;276.85;116
MGB19120051;MG;FREI INOCENCIO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-12;ET.1807.MG0087;EV.1805.MG0329;-18.5704339999999;-41.9095969999999;374.538;116
MGB19120053;MG;MATHIAS LOBATO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-03-10;ET.1806.MG0010;EV.1805.MG0331;-18.574838;-41.9154279999999;375.35;116
MGB20030055;MG;BURITIZEIRO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-04-14;ET.1909.MG0339;EV.1805.MG0213;-17.381585;-44.964528;167.73;365
MGB20030056;MG;BURITIZEIRO;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2020-04-14;ET.1909.MG0340;EV.1805.MG0214;-17.3820289999999;-44.9696209999999;168.5;365
MGB20040057;MG;UNAI;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2021-01-06;ET.1907.MG0331;EV.1803.MG0033;-16.4145;-46.896228;899.15;251
MGB20090061;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-19;ET.2007.MG0387;EV.1805.MG0453;-18.9022;-48.27676;622.1;365
MGB20090062;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-18;ET.2007.MG0345;EV.1805.MG0141;-18.87717;-48.26048;66.376;050
MGB20090063;MG;UBERLANDIA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-19;ET.2007.MG0346;EV.1805.MG0143;-18.87347;-48.25813;67.13;050
MGB20090064;MG;UBERLANDIA;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-19;ET.2007.MG0347;EV.1805.MG0145;-18.8825;-48.2646599999999;68.68;050
MGB20090065;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-20;ET.2007.MG0348;EV.1805.MG0147;-18.8856399999999;-48.2638299999999;69.14;050
MGB20090066;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-20;ET.2007.MG0349;EV.1810.MG0515;-18.88969;-48.25759;69.7;050
MGB20090067;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-20;ET.2007.MG0351;EV.1805.MG0149;-18.8942799999999;-48.24991;70.95;050
MGB20090068;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-20;ET.2007.MG0352;EV.1805.MG0150;-18.89603;-48.2469699999999;71.35;050
MGB20090069;MG;UBERLANDIA;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-20;ET.2007.MG0354;EV.1805.MG0154;-18.9037599999999;-48.2343499999999;72.7;050
MGB20090070;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-20;ET.2007.MG0355;EV.1805.MG0155;-18.90472;-48.23241;72.9;050
MGB20090071;MG;MANHUACU;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-02-10;ET.1807.MG0099;EV.1805.MG0447;-20.2465979999999;-42.1497219999999;589.94;116
MGB20090072;MG;UBERLANDIA;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-26;ET.2007.MG0389;EV.1805.MG0454;-18.90434;-48.2856099999999;623.1;365
MGB20090073;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-26;ET.2007.MG0390;EV.1805.MG0456;-18.90511;-48.29289;623.8;365
MGB20090074;MG;UBERLANDIA;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-26;ET.2007.MG0391;EV.1805.MG0455;-18.9048799999999;-48.2925499999999;623.8;365
MGB20090075;MG;MANHUACU;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-02-10;ET.1807.MG0110;EV.1805.MG0114;-20.257826;-42.030706;34.85;262
MGB20090076;MG;MANHUACU;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-03-13;ET.1807.MG0111;EV.1805.MG0115;-20.2731229999999;-42.0410529999999;37.45;262
MGB20090077;MG;MANHUACU;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-03-19;ET.1807.MG0112;EV.1805.MG0117;-20.275058;-42.0517279999999;38.63;262
MGB20090079;MG;ABRE CAMPO;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-02-10;ET.1807.MG0115;EV.1805.MG0174;-20.29617;-42.478012;96.0;262
MGB20090080;MG;REDUTO;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-02-10;ET.1807.MG0107;EV.1805.MG0109;-20.247204;-41.982049;29.0;262
MGB20090081;MG;MANHUACU;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-02-10;ET.1807.MG0109;EV.1805.MG0113;-20.2579129999999;-42.0246599999999;34.08;262
MGB20090082;MG;RIO CASCA;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-02-13;ET.1807.MG0108;EV.1805.MG0191;-20.2315499999999;-42.62447;116.6;262
MGB20090083;MG;RIO CASCA;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-02-13;ET.1807.MG0118;EV.1805.MG0193;-20.22613;-42.6413099999999;118.9;262
MGB20090084;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-26;ET.2007.MG0392;EV.1810.MG0510;-18.9105899999999;-48.305;625.365;365
MGB20090085;MG;UBERLANDIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2020-11-20;ET.2007.MG0393;EV.1805.MG0458;-18.90997;-48.30727;625.8;365
MGB20090090;MG;MANHUACU;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-02-10;ET.1807.MG0116;EV.1805.MG0125;-20.2467639999999;-42.1493729999999;51.5;262
MGB20090092;MG;PATROCINIO;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-04-30;ET.2007.MG0377;EV.1805.MG0404;-18.8698799999999;-46.9017399999999;460.76;365
MGB20090093;MG;SABARA;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-04-14;ET.1904.MG0307;EV.1805.MG0395;-19.84198;-43.8657329999999;453.35;381
MGB20090094;MG;BELO HORIZONTE;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-04-16;ET.1904.MG0306;EV.1805.MG0399;-19.8461989999999;-43.887154;456.37;381
MGB20090095;MG;JOAO MONLEVADE;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-03-20;ET.2007.MG0408;EV.1910.MG0529;-19.85059;-43.21134;361.8;381
MGB20090096;MG;JAGUARACU;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-04-14;ET.1904.MG0313;EV.1805.MG0269;-19.56105;-42.71038;278.37;381
MGB20100099;MG;PATOS DE MINAS;P-C-1, P-D-1, M-C-1, M-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-04-17;ET.2007.MG0369;EV.1805.MG0352;-18.63905;-46.49092;407.63;365
MGB20110101;MG;SERRA DO SALITRE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-05-01;ET.2010.MG0416;EV.2006.MG0532;-19.1627019999999;-46.671004;57.9;146
MGB21010102;MG;ITAOBIM;P-C-1, P-D-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2021-03-04;ET.2012.MG0418;EV.2012.MG0536;-16.689305;-41.501207;129.88;116
MGB21030105;MG;SERRA DO SALITRE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-05-01;ET.2010.MG0415;EV.2006.MG0531;-19.160072;-46.6688339999999;57.3;146
MGB21030106;MG;UBERLANDIA;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-06-26;ET.2009.MG0414;EV.2008.MG0534;-18.9092699999999;-48.30312;625.1;365
MGB21070108;MG;SANTANA DO PARAISO;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-11-24;ET.2102.MG0422;EV.2008.MG0535;-19.4544;-42.5218899999999;250.53;381
MGB21080109;MG;JOAO MONLEVADE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2021-12-24;ET.2007.MG0407;EV.1910.MG0528;-19.85736;-43.1084299999999;348.3;381
MGB22020111;MG;SAO DOMINGOS DO PRATA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2022-08-03;ET.2111.MG0428;EV.2109.MG0548;-19.9629629999999;-42.8370299999999;160.5;262
MGB22020112;MG;PRESIDENTE OLEGARIO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2022-09-13;ET.2112.MG0439;EV.2109.MG0550;-18.5418939999999;-46.2063309999999;372.0;365
MGB22020114;MG;SANTA LUZIA;P-D-2, P-D-3;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2022-08-05;ET.2202.MG0442;EV.2110.MG0562;-19.8235899999999;-43.8305399999999;448.67;381
MGB22040117;MG;IPATINGA;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 23 (Velsis);2022-08-09;ET.2111.MG0430;EV.2109.MG0549;-19.480318;-42.5276039999999;146.0;458
MGB22060118;MG;TURMALINA;P-C-1;REV;Consilux/Speed Control IV;168.16 / 22 (GCT);2022-08-18;ET.2205.MG0445;EV.2204.MG0601;-17.284151;-42.822263;443.7;367
